gene_symbol	chimp1	chimp2	chimp3	chimp4	macaca1	macaca2	macaca3	macaca4
APOC3	765	712	252	143	42	299	402	872
APOD	5018	1788	3843	3083	1018	2354	1068	466
APOE	6093	966	589	1071	944	734	1203	1677
APOH	1988	586	304	127	47	388	322	850
APOL2	155	89	92	149	143	163	218	192
APOM	470	271	355	223	327	330	672	458
APOO	668	976	941	738	579	677	1052	616
APP	51977	39379	46294	47143	23430	27672	36810	32448
APPBP2	364	327	282	289	171	183	337	187
APPL1	1245	2041	1511	1389	1160	1548	1904	1312
APPL2	1119	815	1048	979	399	509	790	504
APRT	293	191	284	223	2375	2104	3571	1470
APTX	634	497	536	651	405	433	732	488
AQP1	21009	17203	17135	21941	14209	15430	23888	21521
AQP2	145	63	200	49	7	87	167	87
AQP3	377	155	335	268	145	157	227	309
AQP4	124	182	339	110	39	28	75	36
AQP9	440	247	585	176	12	126	118	318
AQR	815	674	858	944	656	729	978	735
AR	45	138	114	106	121	141	244	110
ARAF	1146	897	1151	869	645	835	1133	979
ARAP1	3574	1929	2044	2889	887	727	1467	1012
ARAP2	86	81	114	114	46	25	66	48
ARAP3	1728	1631	1181	2256	1658	1781	3321	2628
ARB2A	158	163	118	203	196	197	313	190
ARCN1	5135	3439	4630	4572	2977	3632	4533	3847
AREL1	1129	1109	1240	1390	829	915	1356	1154
ARF1	978	889	1169	862	2063	2619	3663	3169
ARF3	2772	1537	2089	2698	969	937	1564	1139
ARF4	3412	1847	2609	3285	967	1106	1392	1465
ARF5	2520	2053	2889	2626	1469	1448	2286	1700
ARF6	1185	730	756	910	507	664	865	714
ARFGAP1	572	395	721	629	242	281	467	389
ARFGAP2	4460	3292	5107	3605	2934	4051	4843	4086
ARFGAP3	953	672	1011	899	384	498	783	663
ARFGEF1	1931	1835	2143	2246	1362	1711	2216	1505
ARFGEF2	1867	2427	2854	2303	1921	2521	3478	3098
ARFGEF3	131	74	147	175	376	642	568	826
ARFIP1	1087	669	775	1038	349	404	617	403
ARFIP2	1067	725	1327	885	440	467	570	596
ARFRP1	769	714	559	711	747	794	1370	898
ARG1	750	235	391	63	18	160	257	646
ARG2	810	719	1001	845	577	645	1007	751
ARGLU1	6969	5678	7819	8333	2781	3584	4459	3567
ARHGAP1	5407	3538	2959	4505	1688	2252	2698	2298
ARHGAP10	3853	2993	3354	3000	1133	1191	1914	1394
ARHGAP12	589	759	797	803	664	789	1164	831
ARHGAP15	496	124	219	213	55	102	100	75
ARHGAP17	2673	1534	1896	2062	800	987	1410	1178
ARHGAP18	928	855	552	1122	1329	2218	1972	1376
ARHGAP19	140	207	167	294	105	77	139	181
ARHGAP21	216	301	385	379	641	840	1033	760
ARHGAP24	1014	567	800	948	117	206	199	395
ARHGAP25	799	361	574	584	208	260	382	297
ARHGAP26	797	958	1678	818	987	1120	2126	1619
ARHGAP27	531	378	532	558	189	186	266	308
ARHGAP29	2480	2937	3462	3561	1753	1899	2159	2590
ARHGAP30	827	107	384	244	112	106	207	140
ARHGAP31	2819	2063	2896	2223	1052	1304	1618	1303
ARHGAP32	39	114	243	177	43	72	111	77
ARHGAP33	252	165	231	321	28	51	70	45
ARHGAP35	3031	2355	4234	2388	1347	1257	2594	1584
ARHGAP39	103	119	103	151	32	43	62	53
ARHGAP4	1946	1085	1555	1590	1009	1243	1932	1442
ARHGAP42	134	145	100	136	104	150	172	151
ARHGAP44	819	587	883	635	431	636	1008	411
ARHGAP45	348	56	181	122	72	37	100	68
ARHGAP5	2371	2238	2660	2711	1437	1709	1886	1572
ARHGAP6	720	430	593	616	188	186	336	223
ARHGAP9	433	93	215	196	50	33	82	76
ARHGDIA	4356	2394	3521	3383	1381	1302	2097	1888
ARHGDIB	1519	589	969	1207	376	232	469	271
ARHGDIG	189	481	133	230	112	77	205	107
ARHGEF10	1992	1426	1815	2109	913	897	1773	1071
ARHGEF10L	3249	2833	4177	2840	1302	1415	2875	1883
ARHGEF11	3393	2405	3450	2490	1406	1813	2686	1831
ARHGEF12	7364	8156	7812	8829	6478	9023	9725	13674
ARHGEF15	1631	1596	1428	2890	1378	1274	2453	1837
ARHGEF17	2778	2376	2870	3147	1472	1628	2368	1599
ARHGEF18	281	158	428	261	150	148	267	171
ARHGEF19	214	128	190	200	35	43	58	47
ARHGEF2	4296	3226	2234	3861	1232	1278	1896	1344
ARHGEF25	1779	1237	1323	2167	672	692	1116	544
ARHGEF26	507	266	648	359	78	106	200	313
ARHGEF3	1694	1090	1553	1470	576	776	944	568
ARHGEF37	819	1105	1724	1298	276	627	410	351
ARHGEF38	164	108	186	149	67	89	148	98
ARHGEF4	591	583	750	667	1	6	17	16
ARHGEF40	2229	1289	1511	2546	811	792	1315	850
ARHGEF6	941	1596	1306	1436	740	998	1546	1009
ARHGEF7	3955	2978	4139	3332	1655	1831	2717	2065
ARHGEF9	2657	3198	3557	3308	423	447	939	561
ARID1A	4191	2309	3870	2924	1831	1991	3339	2559
ARID1B	2802	1730	2396	2112	1551	1813	2435	1740
ARID2	835	713	1280	1031	493	707	786	529
ARID4A	826	834	1330	851	471	670	856	570
ARID4B	2293	2035	2387	2475	1053	1657	1966	1461
ARID5A	1340	497	508	590	166	202	244	404
ARID5B	4130	1704	2412	2341	619	1251	1158	2778
ARIH1	409	408	371	302	175	278	340	342
ARIH2	753	797	1033	593	178	265	376	297
ARK2N	1964	1755	1984	1931	1326	1555	2134	1473
ARL1	1661	1575	2046	1789	734	884	1254	985
ARL10	136	126	152	159	178	214	377	229
ARL13B	378	202	309	305	165	175	260	202
ARL14EP	434	324	476	297	307	371	517	347
ARL15	948	948	788	973	676	1104	1239	585
ARL2	940	836	779	834	1224	1238	2186	1472
ARL2BP	1411	1057	1542	1619	1498	1742	2485	1748
ARL3	486	340	459	469	278	456	493	329
ARL4C	606	212	151	189	142	164	230	216
ARL4D	158	143	153	127	82	97	131	198
ARL5A	1622	1810	2051	1615	982	1260	1676	1081
ARL5B	637	984	475	788	775	995	891	772
ARL6	116	110	65	223	93	114	122	80
ARL6IP4	2182	2069	3238	2240	1376	1530	2466	1788
ARL6IP5	13617	12510	15426	15471	11580	16038	18139	13381
ARL6IP6	406	283	250	364	176	199	247	195
ARL8A	941	564	872	756	402	479	686	610
ARL8B	395	390	421	355	593	885	1253	1012
ARMC1	333	343	404	381	282	291	509	319
ARMC10	275	242	216	187	133	94	189	110
ARMC2	248	226	319	244	118	151	181	99
ARMC6	884	583	570	785	267	154	433	268
ARMC8	1527	1337	2226	1292	1104	1464	1874	1327
ARMC9	127	98	85	119	186	241	330	234
ARMCX1	458	445	364	390	460	631	859	739
ARMCX2	1463	1263	776	1682	921	1360	1605	1399
ARMCX3	5734	5003	4563	5773	3278	4091	5612	5089
ARMCX4	177	159	219	297	31	25	43	38
ARMCX5	268	199	272	262	126	164	283	217
ARMH3	1008	806	849	753	387	561	486	477
ARMH4	372	273	353	421	100	126	191	184
ARMT1	201	212	309	155	105	128	243	129
ARNT	2986	2097	3008	2433	1264	1625	1908	1451
ARNT2	183	102	173	124	71	100	232	119
ARPC1A	1813	1062	1471	1693	785	834	1335	969
ARPC1B	2309	801	1065	2119	813	607	1320	1313
ARPC2	9649	5962	9229	7764	4094	3731	5957	4741
ARPC3	2759	1473	2405	2215	672	724	1073	833
ARPC4	3582	1793	2607	3018	1448	1552	2329	1643
ARPC4-TTLL3	2876	1470	2269	2588	940	1006	1563	1064
ARPC5	172	65	94	153	16	16	46	19
ARPIN	79	109	96	123	69	141	108	126
ARPIN-AP3S2	1711	1496	2116	1632	1003	1094	1405	1144
ARPP19	166	153	147	138	48	45	84	90
ARRB1	1153	1054	875	1153	666	724	1096	742
ARRB2	1418	227	575	394	77	103	135	138
ARRDC2	784	458	1467	406	174	153	289	245
ARRDC3	3098	1586	896	2040	656	839	997	876
ARRDC4	1000	859	1207	611	335	257	378	307
ARSA	842	539	437	661	258	249	418	329
ARSB	210	213	266	223	116	170	182	113
ARSG	101	156	211	83	231	501	504	456
ARSJ	113	104	46	146	19	11	25	57
ART3	392	1037	3485	179	1576	4086	3675	3086
ARV1	419	390	699	450	501	639	815	647
ARVCF	2316	1146	1596	1660	732	1054	1106	1228
ASAH1	19976	17397	14827	19128	3068	4712	5935	7433
ASAP1	2676	1570	3290	1917	1803	2673	2838	2451
ASAP2	1566	1218	1136	2143	448	535	913	581
ASAP3	1154	847	1304	1331	216	273	277	180
ASB1	732	615	725	558	524	625	903	731
ASB10	256	426	505	252	557	491	1044	762
ASB11	319	403	394	184	594	627	870	655
ASB12	68	124	96	125	62	51	87	75
ASB13	215	179	327	218	56	66	111	80
ASB14	612	860	606	436	1391	1799	3280	1914
ASB15	2147	2699	2942	1563	2861	4191	4725	3010
ASB16	187	198	278	165	193	249	418	256
ASB18	228	199	142	162	141	91	220	140
ASB2	6056	6898	11083	8637	10995	8217	17214	9943
ASB3	693	595	503	550	269	323	390	335
ASB4	248	580	180	275	803	956	1276	893
ASB6	490	420	561	452	230	284	423	343
ASB7	431	348	442	421	242	318	477	340
ASB8	2837	3003	4961	2761	1749	2342	2982	2194
ASCC1	1178	1084	1809	1099	440	605	860	322
ASCC2	1968	1390	1657	1919	811	865	1195	1139
ASCC3	1072	1092	923	1215	434	420	651	556
ASF1A	726	604	1075	755	580	610	908	592
ASH1L	1330	1992	2642	1958	2133	2858	4054	3321
ASH2L	1543	1461	1532	1501	1648	2096	2888	2079
ASIC3	291	361	575	345	14	5	16	9
ASL	444	375	608	378	200	255	422	515
ASNSD1	1243	1003	1404	1114	1119	1503	2234	1607
ASPA	166	227	178	177	14	38	104	47
ASPH	3422	2691	4234	3621	3250	3725	4236	3867
ASPN	1115	988	429	2687	23	32	39	36
ASPSCR1	315	303	384	298	320	189	557	419
ASRGL1	289	130	203	146	192	205	289	273
ASTE1	318	173	206	337	141	167	217	177
ASTN1	164	122	146	168	146	490	271	719
ASTN2	139	119	148	153	48	56	88	65
ASXL1	2646	1951	2886	2505	814	1167	1293	1093
ASXL2	1163	1247	1942	1321	819	1020	1437	1011
ATAD1	967	982	1229	802	460	654	751	588
ATAD2	559	582	507	530	816	2102	1043	627
ATAD2B	636	471	631	597	297	362	475	372
ATAT1	327	182	316	371	290	244	414	317
ATE1	477	707	1172	528	509	742	828	600
ATF1	905	528	558	659	456	481	661	585
ATF2	1630	1163	1301	1573	617	920	1188	871
ATF3	8396	11622	513	1804	267	279	534	7508
ATF4	2690	2552	3623	2117	1285	1509	2167	2027
ATF5	780	534	811	574	426	504	774	968
ATF6	535	422	408	611	362	442	586	549
ATF6B	2166	1293	1609	1990	941	1074	1698	1340
ATF7	631	453	482	573	389	440	563	446
ATF7IP	1445	1649	1332	1505	1140	1585	2109	1199
ATF7IP2	382	331	552	338	138	131	209	490
ATG10	3568	2314	3639	3150	1636	2333	2479	2171
ATG101	666	857	575	860	465	582	906	641
ATG12	1078	907	940	1275	519	500	1078	695
ATG13	2159	1470	2917	1953	1496	1984	2632	2084
ATG14	214	297	464	256	95	145	223	165
ATG16L1	1384	988	1102	1366	1011	1224	1781	1410
ATG16L2	818	518	400	1011	400	423	560	575
ATG2A	1277	860	1314	735	979	702	1537	958
ATG2B	1347	1589	2183	1764	1097	1390	1845	1540
ATG3	1636	1157	1334	1263	792	953	1500	937
ATG4A	1208	1029	989	1329	755	698	1107	805
ATG4B	1239	913	1048	993	606	657	1063	894
ATG4C	783	579	268	649	303	371	530	369
ATG4D	1116	1286	1515	1194	1127	982	2029	1364
ATG5	1190	790	891	1027	417	580	701	505
ATG7	717	348	364	383	265	343	446	385
ATG9A	4918	4233	5004	4811	3802	4608	6622	5072
ATG9B	219	146	107	161	96	84	124	175
ATIC	1539	1129	1368	1328	558	604	921	586
ATL1	158	60	106	150	48	56	90	40
ATL2	1881	1360	1896	1462	956	1408	1706	1518
ATL3	2122	1013	1815	1853	964	911	1511	1101
ATM	361	537	434	609	223	273	417	319
ATMIN	1801	1514	2446	1810	726	1145	1280	967
ATN1	1622	1187	2104	1461	690	790	963	818
ATOH8	800	352	758	387	175	279	399	476
ATOSA	1646	1285	2797	1440	1528	1690	2446	1831
ATOSB	878	718	1039	1093	487	450	779	630
ATOX1	1091	815	930	1083	544	594	906	703
ATP10A	280	151	193	304	101	55	128	152
ATP10D	420	518	328	480	221	304	281	289
ATP11A	1649	2320	2518	1356	934	1241	1803	2859
ATP11B	2540	2419	2323	2978	1367	1638	1862	1759
ATP11C	181	118	97	115	29	61	95	78
ATP13A1	1866	1171	1447	1485	594	662	966	841
ATP13A2	791	636	706	817	1238	1083	1666	1453
ATP13A3	766	1553	1073	2105	823	785	1783	2572
ATP1A1	17674	16972	20411	17759	18441	19211	30645	23263
ATP1A2	12396	8976	9490	14285	2826	1352	2100	1873
ATP1A3	12724	20028	25577	11238	8600	13826	20400	14441
ATP1A4	1880	2014	3071	2236	4	4	6	2
ATP1B1	8719	8115	14206	9402	6414	6377	11267	8276
ATP1B3	126	72	119	122	141	87	204	137
ATP23	115	121	243	153	254	386	561	239
ATP2A2	90910	95132	166600	73423	89394	130578	180045	111341
ATP2A3	352	210	339	258	160	96	281	150
ATP2B1	1486	1050	1192	1433	684	905	1363	1223
ATP2B4	9266	10914	10287	17934	6036	6672	7881	8046
ATP2C1	4587	3702	2568	5235	3940	4727	5824	4861
ATP5F1A	20979	26489	25593	22471	19569	29141	35230	24992
ATP5F1B	35036	43099	61022	36990	9381	12841	17741	12175
ATP5F1C	16470	23796	25102	19430	20161	26844	37253	22546
ATP5F1D	3996	5419	5914	4764	5970	5583	9495	6447
ATP5F1E	2570	3128	4285	3190	1841	2089	2561	2133
ATP5IF1	9552	9812	6204	10695	6497	8712	10822	8160
ATP5MC1	5200	7348	9707	5698	7314	7209	13456	7782
ATP5MC2	3661	3797	5790	3606	4299	5693	7533	5524
ATP5MC3	11075	13292	20298	11509	13604	15711	24590	15844
ATP5ME	7464	8996	13040	7832	5346	6257	9723	5641
ATP5MF	1753	2504	2941	1971	417	418	674	419
ATP5MF-PTCD1	448	531	611	411	415	459	686	477
ATP5MG	7234	8513	10643	7679	8750	10578	16448	11187
ATP5MJ	10286	14220	19422	9768	4730	5889	8618	5841
ATP5MK	1325	1666	1878	1798	1782	3035	2788	2180
ATP5PD	485	567	633	496	2	4	9	2
ATP5PF	6561	7898	9845	7236	4713	5965	8814	5821
ATP5PO	6501	8286	10855	7099	6307	8479	11966	7577
ATP6AP1	5347	3863	3810	4271	1693	2013	2730	2385
ATP6AP2	3260	1627	2213	2677	897	1214	1206	1110
ATP6V0A1	3136	1505	2657	2070	1176	1504	2012	1704
ATP6V0A2	619	492	767	573	180	220	348	309
ATP6V0B	2178	1875	2543	1979	922	1301	1635	1271
ATP6V0D1	1028	793	898	824	301	495	610	546
ATP6V0E1	3771	3150	3205	3813	1625	1791	2857	2252
ATP6V0E2	1476	1617	2346	954	429	568	1048	673
ATP6V1A	1493	761	975	921	156	261	275	340
ATP6V1B1	330	183	210	177	29	41	96	57
ATP6V1B2	3270	2056	1998	2067	1247	1612	2413	2188
ATP6V1C1	1961	1476	1265	1503	1274	1830	2625	2071
ATP6V1D	4264	4224	4229	3983	2102	2216	3367	2292
ATP6V1E1	1899	2039	2229	1924	538	672	1050	780
ATP6V1G1	912	739	867	816	714	876	1236	915
ATP6V1G2	208	109	106	162	10	11	13	7
ATP6V1G2-DDX39B	5371	3613	5212	4538	1889	2242	3102	2475
ATP6V1H	1487	987	1467	1056	1050	1190	1778	1152
ATP7A	461	469	568	572	238	214	358	251
ATP7B	414	524	696	578	123	209	247	126
ATP8A1	1246	1372	1341	1484	1630	2483	2660	2015
ATP8B1	851	387	198	595	106	85	105	119
ATP8B2	1721	722	835	1495	761	1071	1496	1018
ATP8B4	209	57	110	77	11	17	16	18
ATP9A	522	882	784	687	684	610	1419	895
ATP9B	463	403	495	345	220	245	432	253
ATPAF1	10365	9741	12218	10757	4192	5417	7405	4938
ATPAF2	804	754	578	700	540	624	830	710
ATPSCKMT	213	209	142	206	9	26	41	20
ATR	483	561	542	609	285	331	494	343
ATRAID	1958	1718	2032	2030	1410	1700	2574	1939
ATRIP	219	170	179	216	94	152	142	82
ATRN	789	1060	1539	917	798	1492	1535	1391
ATRNL1	256	396	160	547	331	633	352	407
ATRX	2329	2495	2512	2677	1464	1772	1952	1786
ATXN1	405	379	341	328	116	247	217	236
ATXN10	5340	4679	6152	5450	2712	3110	4072	2979
ATXN2	3054	2038	1817	2270	1432	2205	2856	1995
ATXN2L	873	427	430	737	392	507	697	544
ATXN3	309	213	195	323	216	240	372	180
ATXN7	1582	818	1339	939	498	640	687	1198
ATXN7L1	271	221	170	205	123	207	206	122
ATXN7L2	332	202	423	304	53	92	112	80
ATXN7L3	1491	1019	1509	1346	667	726	1184	849
AUNIP	1177	1240	1728	1247	838	796	1310	945
AUP1	3800	2487	2544	3519	1598	1969	2737	2139
AURKAIP1	2280	2723	2691	2433	560	549	854	1062
AUTS2	781	415	898	701	460	777	695	632
AVEN	529	457	806	596	161	203	269	170
AVIL	344	353	165	678	107	154	190	107
AVL9	1094	931	1678	1225	356	593	679	479
AVPI1	148	135	129	89	131	117	307	239
AVPR2	158	134	82	175	49	53	52	47
AXIN1	554	332	405	482	248	285	365	244
AXIN2	534	247	779	348	129	183	147	101
AXL	1773	884	1173	1323	332	425	646	584
AZGP1	540	522	248	175	35	261	280	652
AZI2	1577	1286	2325	1626	791	883	1317	977
AZIN1	5804	2676	2024	4906	3793	3850	5534	7588
AZIN2	77	71	48	327	36	48	70	66
B2M	25846	15933	29941	21047	8961	9461	15871	13774
B3GALNT1	1654	1888	1669	1931	625	1215	984	738
B3GALNT2	762	624	587	588	804	958	1336	1002
B3GALT2	1480	2462	1310	2882	50	13	108	30
B3GALT4	177	166	170	231	150	130	234	137
B3GLCT	785	954	722	918	291	619	565	625
B3GNT2	1017	704	682	610	521	659	667	537
B3GNT4	653	553	466	678	528	598	965	699
B3GNT8	217	174	178	227	185	219	404	196
B4GALNT1	106	63	92	136	387	380	558	407
B4GALNT3	464	600	818	678	475	636	848	712
B4GALT1	3743	1842	2478	2351	1201	1824	1667	1717
B4GALT2	693	587	827	926	374	392	686	471
B4GALT3	1215	978	960	952	796	951	1401	1217
B4GALT4	531	406	742	436	222	258	293	195
B4GALT5	3393	1944	2947	2345	638	826	1182	1411
B4GALT7	359	332	429	421	190	230	337	248
B4GAT1	1355	1386	1863	1516	871	1004	1395	932
B9D1	195	258	242	207	156	222	346	318
BAAT	257	285	164	135	23	125	149	453
BABAM1	2057	2001	2654	2431	1322	1557	2147	1586
BABAM2	2126	1814	2366	2111	1103	1342	2049	1449
BACE1	1963	1611	1900	2099	1721	1540	2072	1695
BACE2	536	381	218	514	154	154	258	198
BACH1	1378	794	1077	1251	431	438	734	651
BACH2	200	119	156	269	155	196	244	214
BAD	1497	1694	3377	1636	437	444	770	603
BAG1	1825	2280	3707	1673	1769	2070	2945	1948
BAG2	1089	787	1161	1044	768	675	1080	690
BAG3	8304	5607	4054	4482	4291	4514	7793	10276
BAG4	88	94	122	98	56	82	90	57
BAG5	523	398	775	479	333	444	515	448
BAG6	4373	3555	3781	3209	2325	2647	3662	2852
BAHD1	1017	806	917	810	355	559	690	534
BAIAP2	915	738	679	439	138	183	244	367
BAIAP2L1	245	267	396	226	1	5	9	12
BAIAP3	86	134	152	152	5	10	13	11
BAMBI	698	476	230	738	58	163	141	201
BANP	296	101	81	123	57	180	146	176
BAP1	2327	1811	2821	2062	1264	1519	2167	1785
BARD1	115	107	155	104	23	16	33	19
BASP1	500	95	290	143	28	58	26	26
BAX	799	366	368	586	229	227	351	259
BAZ1A	1150	506	681	679	241	350	415	347
BAZ1B	3374	2885	2417	3412	1503	2264	2711	1979
BAZ2A	3302	3137	4518	2908	1276	1693	2376	1725
BAZ2B	656	948	911	996	312	509	546	458
BBIP1	631	439	647	769	501	598	855	638
BBLN	261	214	197	345	50	78	69	72
BBS1	735	555	773	655	381	415	691	507
BBS10	103	49	85	154	43	67	65	48
BBS2	2265	2102	2303	1362	311	793	642	642
BBS4	1198	1144	1389	1049	206	540	442	373
BBS5	2671	3280	5418	3500	3800	3535	6389	5317
BBS7	349	212	190	392	170	211	304	196
BBS9	465	320	256	482	90	132	187	132
BBX	144	572	228	523	308	316	518	455
BCAM	2948	2842	2698	3412	2046	2282	2740	2398
BCAP29	4212	4506	5154	4477	4566	5508	6237	4763
BCAP31	1695	948	1140	1409	845	986	1391	1047
BCAR1	1119	916	1263	1079	320	416	714	468
BCAR3	866	736	887	792	1010	1047	1963	1059
BCAS2	723	776	560	514	320	388	493	438
BCAS3	445	436	587	406	276	332	425	348
BCAT1	233	45	128	118	107	108	107	74
BCAT2	1727	1981	1585	2007	1593	2279	3098	2315
BCCIP	2062	1539	1915	1892	2117	2499	3925	2657
BCHE	1230	966	785	1680	148	258	655	557
BCKDHA	2103	2161	2300	1792	1596	1584	2761	2272
BCKDHB	892	1089	1476	793	885	1271	1445	1284
BCKDK	2471	2341	2723	2167	4292	5115	7541	5556
BCL10	371	293	205	248	124	145	133	156
BCL11A	193	265	255	337	154	345	284	186
BCL2	791	480	436	746	708	591	1064	990
BCL2A1	133	15	256	42	2	8	11	8
BCL2L1	790	508	789	484	369	298	551	460
BCL2L11	96	107	116	119	82	126	112	136
BCL2L12	298	172	209	277	151	199	215	185
BCL2L13	2521	2522	3209	2253	882	1045	1763	1294
BCL2L2	856	711	955	938	458	567	625	615
BCL2L2-PABPN1	845	722	997	984	488	589	688	641
BCL3	1272	372	601	580	173	136	218	304
BCL6	4016	1869	3911	2376	938	1024	1112	1745
BCL6B	877	1480	321	1279	1115	1014	1471	1364
BCL7A	619	366	776	563	629	638	1157	575
BCL7B	2661	2630	3671	2594	2403	2305	4914	3558
BCL7C	631	510	661	698	473	596	716	517
BCL9	741	646	915	910	546	693	793	645
BCL9L	1524	989	1290	1071	383	562	692	634
BCLAF1	3054	2520	3457	3042	1509	2008	2478	1908
BCLAF3	404	390	323	437	816	1168	1364	830
BCO2	1894	3963	1952	3471	1580	936	3660	630
BCOR	1312	951	1160	896	478	561	752	472
BCORL1	190	99	80	131	71	118	174	113
BCR	494	382	479	560	168	351	425	278
BCS1L	1472	1529	1472	1587	536	513	819	675
BDH1	2088	3134	3407	2441	2672	3732	6149	4091
BDH2	590	342	439	479	154	219	231	306
BDP1	165	312	228	420	135	152	183	235
BECN1	4648	4032	5435	4017	2385	2927	4291	2844
BEND5	98	105	141	101	98	123	148	108
BEND7	187	179	329	223	132	316	249	154
BEST1	11437	7869	9937	9742	12819	15352	22475	14926
BET1	513	278	364	562	222	319	342	253
BET1L	403	310	339	346	168	213	337	263
BEX3	2482	2974	3416	2334	1495	1753	2833	1878
BEX4	875	875	1293	744	1411	1804	2305	1713
BFAR	1747	1192	1559	1719	993	1302	1879	1133
BGN	3112	1836	743	4792	691	391	747	631
BHLHE40	12188	4819	1783	3524	2381	2341	5022	3443
BHLHE41	395	138	218	226	111	67	180	93
BHMT	1780	1103	392	247	74	570	585	1028
BHMT2	293	186	152	265	74	70	223	126
BICC1	961	599	883	1437	389	297	443	444
BICD1	168	139	92	139	44	52	87	44
BICD2	2813	2159	1844	2625	1921	2326	3045	2463
BICRA	519	297	506	414	161	199	303	252
BICRAL	1072	899	1506	1121	525	695	687	529
BID	139	124	206	125	35	48	62	50
BIN1	709	617	672	801	219	502	355	359
BIN3	723	357	513	491	264	198	461	357
BIRC2	2711	2126	2819	2648	1415	1993	2673	2316
BIRC3	930	534	710	676	295	328	709	847
BIRC6	2810	2829	3016	3278	2347	2692	3480	2871
BIVM	852	1017	1307	1155	1019	1316	1826	1350
BLCAP	3539	2845	3727	3723	1863	2168	3445	2611
BLM	152	77	129	58	239	225	400	363
BLMH	1309	771	1084	1118	674	1094	1252	928
BLOC1S1	1666	1375	2379	1695	1195	1106	2007	1527
BLOC1S2	1011	383	820	646	735	698	1242	815
BLOC1S5	473	382	384	492	343	408	569	340
BLOC1S5-TXNDC5	1105	611	759	892	456	412	715	556
BLTP1	2005	2372	2440	2675	1652	2128	2719	2160
BLTP2	5272	5140	4894	5869	4869	5098	7854	5513
BLTP3A	396	584	661	565	294	260	488	253
BLTP3B	940	955	1489	1064	330	388	727	454
BLVRA	915	634	982	797	1230	1455	1829	1267
BLVRB	1819	1497	1445	1399	801	976	1622	1283
BLZF1	604	538	401	571	330	372	558	476
BMAL1	227	547	621	907	54	90	131	161
BMERB1	1073	633	536	968	0	0	4	1
BMI1	215	234	236	248	179	138	222	228
BMP1	2128	1822	1476	3132	530	351	850	612
BMP2	344	243	453	120	61	40	69	78
BMP2K	180	143	192	163	122	100	286	219
BMP4	732	461	493	683	173	274	366	308
BMP5	128	62	132	132	123	130	221	95
BMP6	347	362	231	230	82	91	151	90
BMP7	387	26	325	75	3109	2681	5798	4616
BMPR1B	121	76	172	116	91	165	201	164
BMPR2	1226	1433	1137	1706	418	411	677	641
BMS1	260	280	196	279	71	79	111	96
BMT2	957	646	922	786	505	601	622	545
BMX	208	105	181	71	58	55	86	216
BNC2	301	122	116	271	30	32	50	36
BNIP1	381	291	341	409	281	331	542	376
BNIP2	2729	2428	3831	2416	977	1339	1444	1422
BNIP3L	4122	2634	4436	3611	1471	1542	2168	1766
BOC	1202	638	648	1414	107	92	158	119
BOD1	1316	881	993	1060	787	774	1296	981
BOD1L1	2202	1878	2447	2881	837	1259	1570	1098
BOLA1	306	315	396	401	858	611	1073	957
BOLA3	516	706	591	491	1157	752	1546	901
BORA	207	112	110	150	50	49	60	54
BORCS5	108	88	89	107	68	82	101	74
BORCS6	252	287	276	326	159	177	293	207
BORCS7	503	500	622	419	648	1174	1270	1026
BORCS8	162	184	171	191	95	67	184	116
BORCS8-MEF2B	199	197	210	190	89	60	155	107
BPGM	618	621	1010	688	301	373	487	369
BPHL	824	731	743	575	479	365	784	357
BPNT1	485	450	623	470	484	423	731	515
BPNT2	3609	3604	4870	3918	2765	3511	4902	3600
BPTF	1074	1239	1778	1353	580	853	1131	920
BRAF	263	238	216	252	148	148	202	185
BRAP	893	754	980	869	434	587	737	585
BRAT1	344	270	396	387	223	326	465	464
BRD1	1294	825	1215	962	678	792	1106	825
BRD10	245	397	331	456	307	357	525	409
BRD2	11404	8285	11910	9512	3637	5025	6320	5722
BRD3	1024	746	1052	758	472	531	738	510
BRD3OS	327	216	294	381	98	96	190	82
BRD4	1831	954	1580	1131	675	805	1240	1214
BRD8	2249	1548	1452	2218	987	1720	2102	1699
BRD9	98	91	143	87	155	190	316	205
BRF1	972	672	1194	782	303	442	660	379
BRF2	1233	578	1159	1534	341	442	675	436
BRI3	1450	1071	957	1179	734	575	1200	743
BRICD5	134	121	94	168	15	16	40	28
BRIX1	477	306	539	325	310	424	446	331
BRK1	689	519	613	722	340	381	547	398
BRMS1	565	406	620	489	436	429	656	524
BRMS1L	573	386	635	429	491	565	727	480
BROX	1680	1304	1924	1708	1039	1459	1808	1185
BRPF1	706	461	596	623	350	411	613	468
BRPF3	1542	982	1162	1096	767	1056	1527	1102
BRWD1	767	806	1093	1055	559	636	1003	654
BRWD3	71	120	242	141	59	69	128	99
BSCL2	1029	709	868	1012	637	595	1192	760
BSDC1	2806	2208	3520	2594	1876	2687	3557	2798
BST1	1425	546	653	948	235	276	394	265
BST2	354	246	218	289	88	66	83	110
BTAF1	1728	1703	3393	1888	744	1038	1326	1226
BTBD1	7357	7656	10459	6809	3423	3835	5782	4218
